Usuario,CBO_5D,Prob
VaViEs,760115,50.4
ReCiMo,214120,100
VaViEs,766115,50.4
ReCiMo,631305,10.1
VaViEs,612810,100
ReCiMo,376325,50
VaViEs,263115,30.9
ReCiMo,768615,10.8
VaViEs,201115,51
ReCiMo,412115,100
ReCiMo,322225,100
VaViEs,724120,51
ReCiMo,911135,25.2
VaViEs,211120,51
VaViEs,911305,10.4
ReCiMo,421305,5.4
VaViEs,351105,90.3
ReCiMo,623420,100
VaViEs,204105,90.3
VaViEs,376110,70.9
ReCiMo,318120,5
VaViEs,251220,10.8
VaViEs,519920,60.4
ReCiMo,811630,49.6
VaViEs,313505,100
ReCiMo,516310,100
ReCiMo,374420,100
VaViEs,254310,51.8
ReCiMo,721210,5.4
ReCiMo,782415,100
VaViEs,241015,89.9
ReCiMo,623110,100
VaViEs,761333,40.3
VaViEs,214330,100
VaViEs,232105,29.5
VaViEs,632325,30.6
VaViEs,910105,89.6
VaViEs,318430,80.2
VaViEs,261120,100
VaViEs,342105,20.5
VaViEs,421110,69.4
VaViEs,519925,100
VaViEs,234510,100
VaViEs,314610,59.7
VaViEs,811410,91.4
VaViEs,341315,79.9
VaViEs,521140,79.9
VaViEs,723125,79.9
VaViEs,322410,79.9
VaViEs,314605,70.5
VaViEs,841464,70.5
VaViEs,262110,92.1
VaViEs,751010,31.3
VaViEs,424125,79.9
VaViEs,223435,79.9
VaViEs,234910,79.9
VaViEs,516120,70.2
VaViEs,123210,60.1
VaViEs,712135,100
VaViEs,203125,100
VaViEs,318405,31.3
VaViEs,123210,90.7
VaViEs,214415,90.7
VaViEs,201225,70.6
VaViEs,251225,80.3
VaViEs,311305,100
VaViEs,322415,80.6
VaViEs,334110,50.7
VaViEs,318210,91
VaViEs,318430,61.9
VaViEs,773510,100
VaViEs,783235,81.7
VaViEs,261120,81.7
VaViEs,313130,30.6
VaViEs,724405,82
VaViEs,782510,82
VaViEs,623010,100
VaViEs,215110,80.6
VaViEs,333110,80.6
VaViEs,261730,90.3
VaViEs,203315,50
VaViEs,214370,50
VaViEs,421210,80.2
VaViEs,516125,100
VaViEs,262815,50.4
VaViEs,841476,19.5
VaViEs,761225,100
VaViEs,519910,89.2
VaViEs,316305,100
VaViEs,752120,100
VaViEs,782720,100
VaViEs,421105,80.2
VaViEs,318505,80.2
VaViEs,142320,89.2
GiFiZe,954305,50
VaViEs,214230,70.9
VaViEs,223560,60.8
VaViEs,841720,50.7
VaViEs,730105,90.6
VaViEs,761360,90.6
VaViEs,612420,90.6
VaViEs,333115,60.4
VaViEs,811130,93.9
VaViEs,613115,93.9
VaViEs,322405,91
VaViEs,623015,49.6
VaViEs,612725,71.2
VaViEs,261505,88.5
VaViEs,252550,20.9
VaViEs,252510,81
VaViEs,710125,91.8
VaViEs,324105,91.8
VaViEs,810305,80.3
VaViEs,254305,80.3
VaViEs,766325,100
VaViEs,516125,100
VaViEs,141715,49.7
VaViEs,415215,92.5
VaViEs,374305,100
VaViEs,223605,51.1
VaViEs,261515,51.1
VaViEs,519805,28.4
VaViEs,770110,92.1
VaViEs,842225,80.6
VaViEs,511220,80.6
VaViEs,765225,100
VaViEs,239410,49.6
VaViEs,411035,49.6
VaViEs,911205,100
VaViEs,262115,69.1
VaViEs,241305,29.9
VaViEs,233130,88.2
VaViEs,223555,50.1
VaViEs,313115,50.1
VaViEs,911120,50.1
VaViEs,721220,50.1
VaViEs,234620,80
JoLideMa,848520,80.2
JoLideMa,223565,60.1
JoLideMa,214420,40.6
JoLideMa,813115,35.2
JoLideMa,342110,90.3
JoLideMa,510130,60.4
JoLideMa,515325,65.8
JoLideMa,374125,40.7
JoLideMa,225225,60.8
JoLideMa,318410,79.1
JoLideMa,766105,70.1
JoLideMa,242240,95
JoLideMa,374150,90
JoLideMa,768125,80.2
JoLideMa,717010,97.8
JoLideMa,413205,99.2
JoLideMa,613120,99.2
JoLideMa,761210,95
JoLideMa,763125,95
JoLideMa,860105,95
JoLideMa,724130,80.9
JoLideMa,261625,96.8
JoLideMa,254420,60.1
JoLideMa,716615,96.8
JoLideMa,513115,96.8
JoLideMa,111320,89.9
JoLideMa,631105,89.9
JoLideMa,766225,89.9
JoLideMa,301105,89.9
JoLideMa,773505,89.9
JoLideMa,623010,79.9
JoLideMa,225285,79.9
JoLideMa,612615,79.9
JoLideMa,517415,79.9
JoLideMa,351805,79.9
JoLideMa,413105,79.9
JoLideMa,225154,79.9
JoLideMa,352305,79.9
JoLideMa,612305,79.9
JoLideMa,722235,79.9
JoLideMa,715720,79.9
JoLideMa,991110,79.9
JoLideMa,720205,90.3
JoLideMa,913105,90.3
JoLideMa,515315,90.3
JoLideMa,317110,70.1
JoLideMa,225265,50
RoSaCo,313215,80.2
RoSaCo,710105,0
RoSaCo,524210,100
RoSaCo,761430,100
RoSaCo,373230,0
RoSaCo,223710,0
RoSaCo,131215,0
RoSaCo,142205,0
RoSaCo,791115,0
RoSaCo,262415,0
RoSaCo,225230,0
RoSaCo,300305,69.8
RoSaCo,813120,100
RoSaCo,322605,100
RoSaCo,131220,0
RoSaCo,823240,100
RoSaCo,514225,100
RoSaCo,823215,100
RoSaCo,223272,0
RoSaCo,222115,0
RoSaCo,782605,100
RoSaCo,513305,0
RoSaCo,122520,0
RoSaCo,841464,100
RoSaCo,231110,0
RoSaCo,762335,100
RoSaCo,322205,0
RoSaCo,791110,0
RoSaCo,354815,69.8
RoSaCo,723240,100
RoSaCo,811130,100
RoSaCo,211210,0
RoSaCo,214340,0
RoSaCo,141305,59.7
RoSaCo,251520,0
RoSaCo,954125,100
RoSaCo,222205,0
RoSaCo,760115,100
RoSaCo,242235,0
RoSaCo,731320,60.1
RoSaCo,841448,100
RoSaCo,241315,100
RoSaCo,622425,0
RoSaCo,632105,100
RoSaCo,318805,0
RoSaCo,312320,100
RoSaCo,848510,100
RoSaCo,784125,100
RoSaCo,242235,0
RoSaCo,716210,100
RoSaCo,841320,100
RoSaCo,715510,59.8
RoSaCo,841610,100
RoSaCo,376305,59.4
RoSaCo,262710,0
RoSaCo,203005,0
RoSaCo,741125,100
RoSaCo,252540,100
RoSaCo,722110,100
RoSaCo,515330,0
RoSaCo,142345,0
RoSaCo,223216,0
RoSaCo,311705,100
RoSaCo,313315,100
RoSaCo,765235,100
RoSaCo,513225,100
RoSaCo,212405,0
RoSaCo,123305,0
RoSaCo,241205,0
RoSaCo,214215,0
RoSaCo,422315,100
RoSaCo,911310,100
RoSaCo,622110,100
RoSaCo,312105,100
RoSaCo,514105,100
RoSaCo,342535,60.1
RoSaCo,762120,100
RoSaCo,631310,100
RoSaCo,242905,0
RoSaCo,723205,100
RoSaCo,622620,100
RoSaCo,513610,29.9
RoSaCo,632215,100
RoSaCo,316330,100
RoSaCo,766250,100
RoSaCo,840115,100
RoSaCo,20205,0
RoSaCo,823315,100
RoSaCo,203315,0
RoSaCo,111510,0
RoSaCo,225135,0
RoSaCo,623105,100
RoSaCo,622005,100
RoSaCo,331105,0
RoSaCo,760310,100
RoSaCo,763315,100
RoSaCo,712215,100
RoSaCo,811130,100
RoSaCo,242240,0
RoSaCo,632505,100
RoSaCo,141120,0
RoSaCo,213105,0
RoSaCo,782115,100
RoSaCo,782515,100
RoSaCo,862505,100
RoSaCo,782410,100
VaApdeLi,312320,90.2
VaApdeLi,919105,59.3
VaApdeLi,712115,59.3
VaApdeLi,515110,59.3
VaApdeLi,251505,52.1
VaApdeLi,373135,52.1
VaApdeLi,142205,71.5
VaApdeLi,716515,51.7
VaApdeLi,712125,51.7
VaApdeLi,342120,43.1
VaApdeLi,782705,50.7
VaApdeLi,782705,42.8
VaApdeLi,715615,60.4
VaApdeLi,318815,41
VaApdeLi,623320,58.6
VaApdeLi,848420,48.5
VaApdeLi,715105,4.6
VaApdeLi,710205,33
VaApdeLi,828110,33
VaApdeLi,862115,31.2
VaApdeLi,992105,31.2
VaApdeLi,643025,51
VaApdeLi,751105,31.9
VaApdeLi,731165,40.2
VaApdeLi,632335,31.2
VaApdeLi,777115,31.2
VaApdeLi,214330,31.2
VaApdeLi,782405,22.6
VaApdeLi,810205,30.2
VaApdeLi,991105,30.2
VaApdeLi,234445,39.2
SeCaOl,782715,100
SeCaOl,711235,49.6
SeCaOl,314205,20.1
SeCaOl,782730,70.1
SeCaOl,711235,19.4
SeCaOl,752320,29.9
SeCaOl,519915,29.9
SeCaOl,311725,29.9
SeCaOl,203225,29.9
SeCaOl,911205,29.9
SeCaOl,761210,29.9
SeCaOl,630105,50.4
SeCaOl,773330,50.4
SeCaOl,841444,79.5
SeCaOl,811605,50.7
SeCaOl,253210,50.7
SeCaOl,768115,11.2
SeCaOl,773420,80.2
SeCaOl,760405,80.2
SeCaOl,751125,10.1
SeCaOl,314315,50
SeCaOl,203210,69.8
SeCaOl,225150,10.1
SeCaOl,613215,10.1
SeCaOl,766415,48.9
SeCaOl,234310,90.3
SeCaOl,848605,9.7
FeBadaCo,203125,50
FeBadaCo,234505,50
StFldeLaFe,784120,70.1
StFldeLaFe,422115,89.9
StFldeLaFe,516805,78
StFldeLaFe,351805,100
StFldeLaFe,513210,48.6
StFldeLaFe,763315,40
StFldeLaFe,251230,81
StFldeLaFe,752415,44.4
StFldeLaFe,513320,89.4
StFldeLaFe,313215,40.4
StFldeLaFe,725310,60.2
StFldeLaFe,768610,40.8
StFldeLaFe,954305,100
StFldeLaFe,860115,65.1
StFldeLaFe,223705,68.3
StFldeLaFe,252305,100
StFldeLaFe,766105,79.9
StFldeLaFe,818105,79.9
StFldeLaFe,732135,57.2
StFldeLaFe,311625,40.3
StFldeLaFe,376410,89.2
StFldeLaFe,311305,100
StFldeLaFe,224135,79.1
StFldeLaFe,515130,41
StFldeLaFe,142505,41
StFldeLaFe,763005,90.6
StFldeLaFe,21110,100
StFldeLaFe,215215,69.8
StFldeLaFe,720135,69.8
StFldeLaFe,828110,92.1
StFldeLaFe,122710,100
StFldeLaFe,312105,100
StFldeLaFe,201105,58.9
StFldeLaFe,225106,68.3
StFldeLaFe,752215,31.2
EdFedoSa,992105,50
CaCeMaTu,821445,90.3
CaCeMaTu,716510,89.9
CaCeMaTu,751115,89.9
CaCeMaTu,214265,89.9
CaCeMaTu,715230,89.9
CaCeMaTu,612515,72.7
CaCeMaTu,991120,72.7
CaCeMaTu,623310,79.9
CaCeMaTu,715220,79.9
CaCeMaTu,716315,73.4
CaCeMaTu,252530,66.5
CaCeMaTu,911105,80.9
CaCeMaTu,771120,69.4
CaCeMaTu,421110,89.2
CaCeMaTu,622120,89.2
CaCeMaTu,716540,89.2
CaCeMaTu,716535,89.2
CaCeMaTu,763325,89.2
VaDeFe,341120,80.6
VaDeFe,710215,50
VaDeFe,821435,80.2
VaDeFe,515210,51.4
VaDeFe,762105,79.1
VaDeFe,511215,100
VaDeFe,254305,20.1
VaDeFe,766125,79.8
VaDeFe,214320,29.4
VaDeFe,31210,0.3
VaDeFe,111330,0.3
VaDeFe,223625,18.6
VaDeFe,811715,69
VaDeFe,622740,78
VaDeFe,391115,90.6
VaDeFe,517425,49.6
VaDeFe,831125,78.7
VaDeFe,225125,30.9
VaDeFe,841408,51.8
VaDeFe,212410,79.5
VaDeFe,768120,90.3
VaDeFe,511205,90.3
VaDeFe,203415,0
VaDeFe,511510,51.4
VaDeFe,724210,79.1
VaDeFe,915205,79.1
VaDeFe,848420,19.7
VaDeFe,214605,19.7
VaDeFe,862120,69.7
VaDeFe,233110,49.6
VaDeFe,377245,49.2
VaDeFe,763120,79.8
VaDeFe,213145,0
VaDeFe,341230,69.1
VaDeFe,763020,79.2
VaDeFe,214810,9.4
VaDeFe,314305,70.2
VaDeFe,252320,49
VaDeFe,768625,71.7
VaDeFe,318120,20.3
VaDeFe,262410,20.3
VaDeFe,374135,50.2
VaDeFe,513215,70.7
VaDeFe,841810,80.4
VaDeFe,342120,49.5
VaDeFe,514330,69.6
VaDeFe,234652,50.2
VaDeFe,715530,19.3
VaDeFe,341310,79.4
VaDeFe,723325,69.7
VaDeFe,319105,69.7
VaDeFe,31105,10.7
VaDeFe,262310,10.7
VaDeFe,113015,10.7
VaDeFe,622620,10.7
VaDeFe,761105,19.4
VaDeFe,232120,69.8
VaDeFe,954125,19.8
VaDeFe,716530,80.6
VaDeFe,723235,48.2
VaDeFe,516110,9.4
VaDeFe,374135,59.8
VaDeFe,225255,10.2
VaDeFe,752105,10.2
VaDeFe,341215,71
VaDeFe,261730,49.1
VaDeFe,213310,0
VaDeFe,141405,40.6
VaDeFe,214340,10.4
VaDeFe,622715,69.4
VaDeFe,234460,0
VaDeFe,761339,90.3
VaDeFe,239425,0
VaDeFe,142525,19.8
VaDeFe,516805,10.1
VaDeFe,862110,80.2
VaDeFe,131305,0
VaDeFe,773355,79.9
VaDeFe,623015,79.9
VaDeFe,234760,0
VaDeFe,782110,80.2
VaDeFe,322240,19.8
VaDeFe,632360,80.2
VaDeFe,716305,50.7
VaDeFe,517220,80.6
VaDeFe,642010,61.2
VaDeFe,523105,31.7
VaDeFe,515310,0
VaDeFe,766315,80.9
VaDeFe,234430,0
VaDeFe,848115,89.9
VaDeFe,782405,79.5
VaDeFe,253205,19.4
VaDeFe,841620,81.3
VaDeFe,410205,39.9
VaDeFe,251550,10.8
VaDeFe,763110,90.7
VaDeFe,722325,90.7
VaDeFe,320105,10.8
VaDeFe,612505,10.8
VaDeFe,122750,0
VaDeFe,725405,80.2
VaDeFe,763325,80.2
VaDeFe,715105,80.2
VaDeFe,723230,80.2
VaDeFe,318005,21.6
VaDeFe,631330,21.6
VaDeFe,231330,0
VaDeFe,821205,78.4
VaDeFe,715310,78.4
VaDeFe,821245,78.4
VaDeFe,782210,78.4
VaDeFe,771105,29.5
VaDeFe,632420,78.8
VaDeFe,234740,9.4
VaDeFe,842125,79.2
VaDeFe,318115,19.5
VaDeFe,514315,89.6
VaDeFe,623105,79.9
VaDeFe,848115,90.7
VaDeFe,761306,20.2
VaDeFe,761321,88.5
VaDeFe,631325,20.9
VaDeFe,515115,10.5
VaDeFe,224130,10.5
VaDeFe,623030,10.5
VaDeFe,612110,10.5
VaDeFe,251550,0
VaDeFe,848410,0
VaDeFe,623405,48.6
VaDeFe,516405,90.3
VaDeFe,333115,0
VaDeFe,612410,19.1
VaDeFe,766150,79.2
VaDeFe,241020,20.6
VaDeFe,223268,20.6
VaDeFe,841420,89.3
VaDeFe,377215,69.9
VaDeFe,715410,70.3
VaDeFe,202105,0
VaDeFe,142335,0
OFMAL,720140,25.2
OFMAL,766145,23.8
OFMAL,732110,23.8
MaAuGoBa,622620,40.3
MaAuGoBa,841476,0
MaAuGoBa,225130,0
MaAuGoBa,761321,64.7
MaAuGoBa,261125,48.9
MaAuGoBa,776405,30.2
MaAuGoBa,524310,0
MaAuGoBa,848410,0
MaAuGoBa,20305,80.6
MaAuGoBa,782415,10.8
MaAuGoBa,811110,90.3
MaAuGoBa,766115,60.1
MaAuGoBa,612115,0
MaAuGoBa,715730,19.8
MaAuGoBa,225250,19.8
MaAuGoBa,761110,0
MaAuGoBa,253220,90.3
MaAuGoBa,752115,37.4
MaAuGoBa,223710,37.4
MaAuGoBa,420120,90.6
ReFlCa,773505,50
ReFlCa,223276,70.5
ReFlCa,201115,20.9
ReFlCa,377115,50
ReFlCa,612110,9.7
ReFlCa,517115,79.9
ReFlCa,301110,49.6
ReFlCa,521120,49.6
ReFlCa,372115,71.2
ReFlCa,766230,71.2
ReFlCa,766215,90.3
ReFlCa,201205,90.3
ReFlCa,519310,18.3
ReFlCa,622010,18.3
ReFlCa,761820,39.6
ReFlCa,376320,61.1
ReFlCa,991115,29.5
ReFlCa,211115,71.2
ReFlCa,223655,48.9
ReFlCa,731150,48.9
